target,chr,start,end,bases_covered,bases_missed,coverage_perc
chr11:62842103-62842104,chr11,62842103,62842104,2,0,100.0
chr11:64248756-64248757,chr11,64248756,64248757,2,0,100.0
chr11:64248811-64248812,chr11,64248811,64248812,2,0,100.0
chr11:64251214-64251215,chr11,64251214,64251215,2,0,100.0
chr11:64448945-64448946,chr11,64448945,64448946,2,0,100.0
chr11:65027377-65027378,chr11,65027377,65027378,2,0,100.0
chr11:65027445-65027446,chr11,65027445,65027446,2,0,100.0
chr11:66408683-66408684,chr11,66408683,66408684,2,0,100.0
chr11:66408684-66408685,chr11,66408684,66408685,2,0,100.0
chr11:73779500-73779501,chr11,73779500,73779501,2,0,100.0
chr11:75383341-75383342,chr11,75383341,75383342,2,0,100.0
chr11:76235121-76235122,chr11,76235121,76235122,2,0,100.0
chr11:91149663-91149664,chr11,91149663,91149664,2,0,100.0
chr11:93477906-93477907,chr11,93477906,93477907,2,0,100.0
chr11:102268810-102268811,chr11,102268810,102268811,2,0,100.0
chr11:116710081-116710082,chr11,116710081,116710082,2,0,100.0
chr11:118690243-118690244,chr11,118690243,118690244,2,0,100.0
chr11:120169411-120169412,chr11,120169411,120169412,2,0,100.0
chr11:120180826-120180827,chr11,120180826,120180827,2,0,100.0
chr11:121406493-121406494,chr11,121406493,121406494,2,0,100.0
chr11:122580145-122580146,chr11,122580145,122580146,2,0,100.0
chr11:122580180-122580181,chr11,122580180,122580181,2,0,100.0
chr11:128812710-128812711,chr11,128812710,128812711,2,0,100.0
chr11:130440347-130440348,chr11,130440347,130440348,2,0,100.0
chr11:133064536-133064537,chr11,133064536,133064537,2,0,100.0
chr11:134037449-134037450,chr11,134037449,134037450,2,0,100.0
chr12:2958733-2958734,chr12,2958733,2958734,2,0,100.0
chr12:6470977-6470978,chr12,6470977,6470978,2,0,100.0
chr12:8019074-8019075,chr12,8019074,8019075,2,0,100.0
chr12:11071529-11071530,chr12,11071529,11071530,2,0,100.0
chr12:11071598-11071599,chr12,11071598,11071599,2,0,100.0
chr12:11071601-11071602,chr12,11071601,11071602,2,0,100.0
chr12:11071635-11071636,chr12,11071635,11071636,2,0,100.0
chr12:11071720-11071721,chr12,11071720,11071721,2,0,100.0
chr12:11071731-11071732,chr12,11071731,11071732,2,0,100.0
chr12:11071740-11071741,chr12,11071740,11071741,2,0,100.0
chr12:11071765-11071766,chr12,11071765,11071766,2,0,100.0
chr12:25386405-25386406,chr12,25386405,25386406,2,0,100.0
chr12:31959357-31959358,chr12,31959357,31959358,2,0,100.0
chr12:32052273-32052274,chr12,32052273,32052274,2,0,100.0
chr12:46383062-46383063,chr12,46383062,46383063,2,0,100.0
chr12:47068820-47068821,chr12,47068820,47068821,2,0,100.0
chr12:48198176-48198177,chr12,48198176,48198177,2,0,100.0
chr12:48198192-48198193,chr12,48198192,48198193,2,0,100.0
chr12:48198243-48198244,chr12,48198243,48198244,2,0,100.0
chr12:48296579-48296580,chr12,48296579,48296580,2,0,100.0
chr12:51864037-51864038,chr12,51864037,51864038,2,0,100.0
chr12:52308678-52308679,chr12,52308678,52308679,2,0,100.0
chr12:53751714-53751715,chr12,53751714,53751715,2,0,100.0
chr12:56007300-56007301,chr12,56007300,56007301,2,0,100.0
chr12:56042144-56042145,chr12,56042144,56042145,2,0,100.0
chr12:75390992-75390993,chr12,75390992,75390993,2,0,100.0
chr12:76618160-76618161,chr12,76618160,76618161,2,0,100.0
chr12:83469200-83469201,chr12,83469200,83469201,2,0,100.0
chr12:84642398-84642399,chr12,84642398,84642399,2,0,100.0
chr12:85690821-85690822,chr12,85690821,85690822,2,0,100.0
chr12:94833034-94833035,chr12,94833034,94833035,2,0,100.0
chr12:94833159-94833160,chr12,94833159,94833160,2,0,100.0
chr12:101566318-101566319,chr12,101566318,101566319,2,0,100.0
chr12:104986373-104986374,chr12,104986373,104986374,2,0,100.0
chr12:106769139-106769140,chr12,106769139,106769140,2,0,100.0
chr12:106769186-106769187,chr12,106769186,106769187,2,0,100.0
chr12:108881022-108881023,chr12,108881022,108881023,2,0,100.0
chr12:112602138-112602139,chr12,112602138,112602139,2,0,100.0
chr12:127594874-127594875,chr12,127594874,127594875,2,0,100.0
chr12:131875764-131875765,chr12,131875764,131875765,2,0,100.0
chr12:132189570-132189571,chr12,132189570,132189571,0,2,0.0
chr12:132189572-132189573,chr12,132189572,132189573,0,2,0.0
chr13:20566641-20566642,chr13,20566641,20566642,2,0,100.0
chr13:26476146-26476147,chr13,26476146,26476147,2,0,100.0
chr13:26529727-26529728,chr13,26529727,26529728,2,0,100.0
chr13:28693783-28693784,chr13,28693783,28693784,0,2,0.0
chr13:32206663-32206664,chr13,32206663,32206664,2,0,100.0
chr13:34579730-34579731,chr13,34579730,34579731,2,0,100.0
chr13:35712259-35712260,chr13,35712259,35712260,2,0,100.0
chr13:38686755-38686756,chr13,38686755,38686756,2,0,100.0
chr13:40540566-40540567,chr13,40540566,40540567,2,0,100.0
chr13:40921719-40921720,chr13,40921719,40921720,2,0,100.0
chr13:42992236-42992237,chr13,42992236,42992237,2,0,100.0
chr13:44917908-44917909,chr13,44917908,44917909,2,0,100.0
chr13:53343729-53343730,chr13,53343729,53343730,2,0,100.0
chr13:60583582-60583583,chr13,60583582,60583583,2,0,100.0
chr13:99979179-99979180,chr13,99979179,99979180,2,0,100.0
chr13:102846194-102846195,chr13,102846194,102846195,2,0,100.0
chr13:108915996-108915997,chr13,108915996,108915997,2,0,100.0
chr14:20613644-20613645,chr14,20613644,20613645,2,0,100.0
chr14:20631136-20631137,chr14,20631136,20631137,2,0,100.0
chr14:20682736-20682737,chr14,20682736,20682737,2,0,100.0
chr14:21308750-21308751,chr14,21308750,21308751,2,0,100.0
chr14:21308891-21308892,chr14,21308891,21308892,2,0,100.0
chr14:24332811-24332812,chr14,24332811,24332812,2,0,100.0
chr14:24691738-24691739,chr14,24691738,24691739,2,0,100.0
chr14:31208114-31208115,chr14,31208114,31208115,2,0,100.0
chr14:38190444-38190445,chr14,38190444,38190445,2,0,100.0
chr14:55108074-55108075,chr14,55108074,55108075,2,0,100.0
chr14:56092446-56092447,chr14,56092446,56092447,2,0,100.0
chr14:56797586-56797587,chr14,56797586,56797587,2,0,100.0
chr14:56797823-56797824,chr14,56797823,56797824,2,0,100.0
chr14:57865570-57865571,chr14,57865570,57865571,2,0,100.0
chr14:63204184-63204185,chr14,63204184,63204185,2,0,100.0
chr14:64880520-64880521,chr14,64880520,64880521,2,0,100.0
chr14:64880685-64880686,chr14,64880685,64880686,2,0,100.0
chr14:68796623-68796624,chr14,68796623,68796624,2,0,100.0
chr14:73633726-73633727,chr14,73633726,73633727,2,0,100.0
chr14:73896231-73896232,chr14,73896231,73896232,2,0,100.0
chr14:87106297-87106298,chr14,87106297,87106298,0,2,0.0
chr14:87150240-87150241,chr14,87150240,87150241,2,0,100.0
chr14:88908362-88908363,chr14,88908362,88908363,2,0,100.0
chr14:90060613-90060614,chr14,90060613,90060614,0,2,0.0
chr14:93992166-93992167,chr14,93992166,93992167,2,0,100.0
chr14:102524656-102524657,chr14,102524656,102524657,2,0,100.0
chr14:102524904-102524905,chr14,102524904,102524905,2,0,100.0
chr14:103207120-103207121,chr14,103207120,103207121,2,0,100.0
chr14:103281984-103281985,chr14,103281984,103281985,2,0,100.0
chr14:104864338-104864339,chr14,104864338,104864339,2,0,100.0
chr15:26082227-26082228,chr15,26082227,26082228,2,0,100.0
chr15:26082318-26082319,chr15,26082318,26082319,2,0,100.0
chr15:26082369-26082370,chr15,26082369,26082370,2,0,100.0
chr15:27994588-27994589,chr15,27994588,27994589,2,0,100.0
chr15:35548181-35548182,chr15,35548181,35548182,2,0,100.0
chr15:36579755-36579756,chr15,36579755,36579756,2,0,100.0
chr15:62165280-62165281,chr15,62165280,62165281,2,0,100.0
chr15:67013771-67013772,chr15,67013771,67013772,2,0,100.0
chr15:77944684-77944685,chr15,77944684,77944685,2,0,100.0
chr15:81134197-81134198,chr15,81134197,81134198,2,0,100.0
chr15:88986207-88986208,chr15,88986207,88986208,2,0,100.0
chr15:96053182-96053183,chr15,96053182,96053183,2,0,100.0
chr15:101069439-101069440,chr15,101069439,101069440,2,0,100.0
chr16:675334-675335,chr16,675334,675335,2,0,100.0
chr16:2023328-2023329,chr16,2023328,2023329,2,0,100.0
chr16:3099516-3099517,chr16,3099516,3099517,2,0,100.0
chr16:3180586-3180587,chr16,3180586,3180587,2,0,100.0
chr16:3188405-3188406,chr16,3188405,3188406,2,0,100.0
chr16:14071054-14071055,chr16,14071054,14071055,2,0,100.0
chr16:15888913-15888914,chr16,15888913,15888914,2,0,100.0
chr16:22195952-22195953,chr16,22195952,22195953,2,0,100.0
chr16:22670648-22670649,chr16,22670648,22670649,2,0,100.0
chr16:26986218-26986219,chr16,26986218,26986219,0,2,0.0
chr16:27109741-27109742,chr16,27109741,27109742,2,0,100.0
chr16:30183518-30183519,chr16,30183518,30183519,2,0,100.0
chr16:31713514-31713515,chr16,31713514,31713515,2,0,100.0
chr16:55728969-55728970,chr16,55728969,55728970,2,0,100.0
chr16:75594195-75594196,chr16,75594195,75594196,2,0,100.0
chr16:77190588-77190589,chr16,77190588,77190589,2,0,100.0
chr16:78072357-78072358,chr16,78072357,78072358,2,0,100.0
chr16:78072388-78072389,chr16,78072388,78072389,2,0,100.0
chr16:84266632-84266633,chr16,84266632,84266633,2,0,100.0
chr16:84507053-84507054,chr16,84507053,84507054,2,0,100.0
chr16:86287263-86287264,chr16,86287263,86287264,2,0,100.0
chr16:86575811-86575812,chr16,86575811,86575812,2,0,100.0
chr16:89917961-89917962,chr16,89917961,89917962,2,0,100.0
chr17:1259379-1259380,chr17,1259379,1259380,2,0,100.0
chr17:3049040-3049041,chr17,3049040,3049041,2,0,100.0
chr17:3049135-3049136,chr17,3049135,3049136,2,0,100.0
chr17:3049144-3049145,chr17,3049144,3049145,2,0,100.0
chr17:5700063-5700064,chr17,5700063,5700064,2,0,100.0
chr17:7561095-7561096,chr17,7561095,7561096,2,0,100.0
chr17:8187720-8187721,chr17,8187720,8187721,2,0,100.0
chr17:15341839-15341840,chr17,15341839,15341840,2,0,100.0
chr17:15491057-15491058,chr17,15491057,15491058,2,0,100.0
chr17:17350605-17350606,chr17,17350605,17350606,2,0,100.0
chr17:19470999-19471000,chr17,19470999,19471000,2,0,100.0
chr17:31078859-31078860,chr17,31078859,31078860,2,0,100.0
chr17:34157780-34157781,chr17,34157780,34157781,2,0,100.0
chr17:34616370-34616371,chr17,34616370,34616371,2,0,100.0
chr17:38609604-38609605,chr17,38609604,38609605,2,0,100.0
chr17:38861769-38861770,chr17,38861769,38861770,2,0,100.0
chr17:39153834-39153835,chr17,39153834,39153835,2,0,100.0
chr17:40099340-40099341,chr17,40099340,40099341,2,0,100.0
chr17:43315890-43315891,chr17,43315890,43315891,2,0,100.0
chr17:43315903-43315904,chr17,43315903,43315904,2,0,100.0
chr17:43315908-43315909,chr17,43315908,43315909,2,0,100.0
chr17:43315938-43315939,chr17,43315938,43315939,2,0,100.0
chr17:43316083-43316084,chr17,43316083,43316084,2,0,100.0
chr17:43316155-43316156,chr17,43316155,43316156,2,0,100.0
chr17:48597307-48597308,chr17,48597307,48597308,2,0,100.0
chr17:49981035-49981036,chr17,49981035,49981036,2,0,100.0
chr17:50094413-50094414,chr17,50094413,50094414,2,0,100.0
chr17:50719190-50719191,chr17,50719190,50719191,2,0,100.0
chr17:56699493-56699494,chr17,56699493,56699494,2,0,100.0
chr17:56699593-56699594,chr17,56699593,56699594,2,0,100.0
chr17:63446721-63446722,chr17,63446721,63446722,0,2,0.0
chr17:67046561-67046562,chr17,67046561,67046562,2,0,100.0
chr17:67322192-67322193,chr17,67322192,67322193,2,0,100.0
chr17:68019889-68019890,chr17,68019889,68019890,2,0,100.0
chr17:68019979-68019980,chr17,68019979,68019980,2,0,100.0
chr17:68034433-68034434,chr17,68034433,68034434,2,0,100.0
chr17:68101597-68101598,chr17,68101597,68101598,0,2,0.0
chr17:77247278-77247279,chr17,77247278,77247279,0,2,0.0
chr17:77247289-77247290,chr17,77247289,77247290,0,2,0.0
chr17:77451503-77451504,chr17,77451503,77451504,2,0,100.0
chr17:77834826-77834827,chr17,77834826,77834827,2,0,100.0
chr17:81488909-81488910,chr17,81488909,81488910,2,0,100.0
chr18:3297053-3297054,chr18,3297053,3297054,2,0,100.0
chr18:11908654-11908655,chr18,11908654,11908655,2,0,100.0
chr18:12254198-12254199,chr18,12254198,12254199,2,0,100.0
chr18:23587097-23587098,chr18,23587097,23587098,2,0,100.0
chr18:45978196-45978197,chr18,45978196,45978197,2,0,100.0
chr18:54247073-54247074,chr18,54247073,54247074,2,0,100.0
chr18:54607422-54607423,chr18,54607422,54607423,2,0,100.0
chr18:57622182-57622183,chr18,57622182,57622183,2,0,100.0
chr18:59899714-59899715,chr18,59899714,59899715,2,0,100.0
chr18:62522581-62522582,chr18,62522581,62522582,2,0,100.0
chr19:507250-507251,chr19,507250,507251,2,0,100.0
chr19:1358031-1358032,chr19,1358031,1358032,2,0,100.0
chr19:1848800-1848801,chr19,1848800,1848801,2,0,100.0
chr19:1864960-1864961,chr19,1864960,1864961,0,2,0.0
chr19:2977363-2977364,chr19,2977363,2977364,2,0,100.0
chr19:3607682-3607683,chr19,3607682,3607683,2,0,100.0
chr19:3626923-3626924,chr19,3626923,3626924,2,0,100.0
chr19:7903282-7903283,chr19,7903282,7903283,2,0,100.0
chr19:9310159-9310160,chr19,9310159,9310160,2,0,100.0
chr19:10569801-10569802,chr19,10569801,10569802,2,0,100.0
chr19:11624742-11624743,chr19,11624742,11624743,2,0,100.0
chr19:13155476-13155477,chr19,13155476,13155477,2,0,100.0
chr19:13747783-13747784,chr19,13747783,13747784,0,2,0.0
chr19:18153060-18153061,chr19,18153060,18153061,2,0,100.0
chr19:18192913-18192914,chr19,18192913,18192914,2,0,100.0
chr19:18790052-18790053,chr19,18790052,18790053,0,2,0.0
chr19:19644132-19644133,chr19,19644132,19644133,2,0,100.0
chr19:19668202-19668203,chr19,19668202,19668203,2,0,100.0
chr19:33177183-33177184,chr19,33177183,33177184,2,0,100.0
chr19:34134606-34134607,chr19,34134606,34134607,2,0,100.0
chr19:35702477-35702478,chr19,35702477,35702478,2,0,100.0
chr19:35717139-35717140,chr19,35717139,35717140,2,0,100.0
chr19:35745026-35745027,chr19,35745026,35745027,2,0,100.0
chr19:38335682-38335683,chr19,38335682,38335683,2,0,100.0
chr19:38336838-38336839,chr19,38336838,38336839,2,0,100.0
chr19:38336854-38336855,chr19,38336854,38336855,2,0,100.0
chr19:38337170-38337171,chr19,38337170,38337171,2,0,100.0
chr19:44808265-44808266,chr19,44808265,44808266,2,0,100.0
chr19:45479114-45479115,chr19,45479114,45479115,2,0,100.0
chr19:45886475-45886476,chr19,45886475,45886476,2,0,100.0
chr19:45886949-45886950,chr19,45886949,45886950,2,0,100.0
chr19:46077580-46077581,chr19,46077580,46077581,2,0,100.0
chr19:46426889-46426890,chr19,46426889,46426890,2,0,100.0
chr19:46530866-46530867,chr19,46530866,46530867,2,0,100.0
chr19:49403997-49403998,chr19,49403997,49403998,2,0,100.0
chr19:51064849-51064850,chr19,51064849,51064850,2,0,100.0
chr19:53595189-53595190,chr19,53595189,53595190,2,0,100.0
chr19:54137078-54137079,chr19,54137078,54137079,2,0,100.0
chr19:54462807-54462808,chr19,54462807,54462808,2,0,100.0
chr19:55587479-55587480,chr19,55587479,55587480,2,0,100.0
chr19:56080919-56080920,chr19,56080919,56080920,2,0,100.0
chr20:310133-310134,chr20,310133,310134,2,0,100.0
chr20:728688-728689,chr20,728688,728689,2,0,100.0
chr20:1225549-1225550,chr20,1225549,1225550,2,0,100.0
chr20:6123400-6123401,chr20,6123400,6123401,2,0,100.0
chr20:13046479-13046480,chr20,13046479,13046480,2,0,100.0
chr20:23358056-23358057,chr20,23358056,23358057,2,0,100.0
chr20:30500619-30500620,chr20,30500619,30500620,2,0,100.0
chr20:38727660-38727661,chr20,38727660,38727661,2,0,100.0
chr20:40275223-40275224,chr20,40275223,40275224,2,0,100.0
chr20:43590624-43590625,chr20,43590624,43590625,2,0,100.0
chr20:46312798-46312799,chr20,46312798,46312799,2,0,100.0
chr20:46312805-46312806,chr20,46312805,46312806,2,0,100.0
chr20:46312823-46312824,chr20,46312823,46312824,0,2,0.0
chr20:49982436-49982437,chr20,49982436,49982437,2,0,100.0
chr20:49982482-49982483,chr20,49982482,49982483,2,0,100.0
chr20:50221253-50221254,chr20,50221253,50221254,2,0,100.0
chr20:56910486-56910487,chr20,56910486,56910487,2,0,100.0
chr20:57013848-57013849,chr20,57013848,57013849,2,0,100.0
chr20:59078360-59078361,chr20,59078360,59078361,2,0,100.0
chr20:63071765-63071766,chr20,63071765,63071766,2,0,100.0
chr21:29002696-29002697,chr21,29002696,29002697,2,0,100.0
chr21:36430064-36430065,chr21,36430064,36430065,2,0,100.0
chr21:37593238-37593239,chr21,37593238,37593239,2,0,100.0
chr21:38521451-38521452,chr21,38521451,38521452,2,0,100.0
chr21:39183864-39183865,chr21,39183864,39183865,2,0,100.0
chr21:42040742-42040743,chr21,42040742,42040743,2,0,100.0
chr22:21014176-21014177,chr22,21014176,21014177,2,0,100.0
chr22:21657128-21657129,chr22,21657128,21657129,2,0,100.0
chr22:26642888-26642889,chr22,26642888,26642889,2,0,100.0
chr22:26642900-26642901,chr22,26642900,26642901,2,0,100.0
chr22:27631055-27631056,chr22,27631055,27631056,2,0,100.0
chr22:28760459-28760460,chr22,28760459,28760460,2,0,100.0
chr22:29071591-29071592,chr22,29071591,29071592,0,2,0.0
chr22:39546084-39546085,chr22,39546084,39546085,2,0,100.0
chr22:41232725-41232726,chr22,41232725,41232726,2,0,100.0
chr22:45090978-45090979,chr22,45090978,45090979,2,0,100.0
chr22:45629472-45629473,chr22,45629472,45629473,2,0,100.0
chr22:50200090-50200091,chr22,50200090,50200091,2,0,100.0
chrX:1249215-1249216,chrX,1249215,1249216,0,2,0.0
chrX:2608767-2608768,chrX,2608767,2608768,0,2,0.0
